Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      0.03233508	      2.88892549	     -0.00124440	      0.00093893	     76.41001957	    -88.17525636	      7.35405744	     76.41001957	    -88.17525636	      7.35405744	    -14.10802109	    158.76017737	     -0.07183388	      0.02250297	   -202.25947987	     72.75667388	    -82.70978862	   -202.25947987	     72.75667388	    -82.70978862	   -192.98969581	      0.03537233	      0.14399899	      0.03537233	      0.14989158	      0.03537233	      0.20399663	      0.03537233	      0.04859200	      0.03537233	      0.11354032	      0.03537233	      0.14118945	      0.03537233	      0.06747043	      0.03537233	      0.05180826	      0.03537233	      0.07417889	      0.03537233	      0.14399899	      0.03537233	      0.14989158	      0.03537233	      0.20399663	      0.03537233	      0.04859200	      0.03537233	      0.11354032	      0.03537233	      0.14118945	      0.03537233	      0.06747043	      0.03537233	      0.05180826	      0.03537233	      0.07417889
      0.03452413	      3.24355411	     -0.00140647	      0.00098144	     75.95742233	    -88.01106208	      7.17425838	     75.95742233	    -88.01106208	      7.17425838	    -14.53905915	    165.18296617	     -0.07621947	      0.01623398	   -211.19789402	     77.23826851	    -80.99348558	   -211.19789402	     77.23826851	    -80.99348558	   -200.74737183	      0.03461666	      0.14373801	      0.03461666	      0.14994682	      0.03461666	      0.20378200	      0.03461666	      0.04889945	      0.03461666	      0.11381024	      0.03461666	      0.14110769	      0.03461666	      0.06739101	      0.03461666	      0.05170548	      0.03461666	      0.07433049	      0.03461666	      0.14373801	      0.03461666	      0.14994682	      0.03461666	      0.20378200	      0.03461666	      0.04889945	      0.03461666	      0.11381024	      0.03461666	      0.14110769	      0.03461666	      0.06739101	      0.03461666	      0.05170548	      0.03461666	      0.07433049
      0.03671319	      3.61183923	     -0.00157802	      0.00100950	     75.48563775	    -87.83716793	      7.00134416	     75.48563775	    -87.83716793	      7.00134416	    -14.98656630	    171.23087073	     -0.08049867	      0.00928644	   -219.77498601	     81.62519301	    -76.69827635	   -219.77498601	     81.62519301	    -76.69827635	   -208.03006810	      0.03388495	      0.14345965	      0.03388495	      0.15000526	      0.03388495	      0.20355556	      0.03388495	      0.04922236	      0.03388495	      0.11409159	      0.03388495	      0.14101969	      0.03388495	      0.06731092	      0.03388495	      0.05159981	      0.03388495	      0.07448335	      0.03388495	      0.14345965	      0.03388495	      0.15000526	      0.03388495	      0.20355556	      0.03388495	      0.04922236	      0.03388495	      0.11409159	      0.03388495	      0.14101969	      0.03388495	      0.06731092	      0.03388495	      0.05159981	      0.03388495	      0.07448335
      0.03890225	      3.99291631	     -0.00175886	      0.00102153	     74.99555628	    -87.65373925	      6.83912418	     74.99555628	    -87.65373925	      6.83912418	    -15.44945858	    176.86372125	     -0.08471377	      0.00157266	   -227.90015157	     85.95529749	    -71.48393689	   -227.90015157	     85.95529749	    -71.48393689	   -214.79729946	      0.03317637	      0.14316452	      0.03317637	      0.15006688	      0.03317637	      0.20331749	      0.03317637	      0.04956007	      0.03317637	      0.11438407	      0.03317637	      0.14092560	      0.03317637	      0.06723277	      0.03317637	      0.05149344	      0.03317637	      0.07463224	      0.03317637	      0.14316452	      0.03317637	      0.15006688	      0.03317637	      0.20331749	      0.03317637	      0.04956007	      0.03317637	      0.11438407	      0.03317637	      0.14092560	      0.03317637	      0.06723277	      0.03317637	      0.05149344	      0.03317637	      0.07463224
      0.04109130	      4.38583672	     -0.00194888	      0.00101576	     74.48825604	    -87.46086497	      6.68803847	     74.48825604	    -87.46086497	      6.68803847	    -15.92656719	    182.04660604	     -0.08889568	     -0.00698576	   -235.49600335	     90.25914904	    -66.71207677	   -235.49600335	     90.25914904	    -66.71207677	   -221.01384580	      0.03249009	      0.14285323	      0.03249009	      0.15013167	      0.03249009	      0.20306806	      0.03249009	      0.04991184	      0.03249009	      0.11468724	      0.03249009	      0.14082551	      0.03249009	      0.06715892	      0.03249009	      0.05138827	      0.03249009	      0.07477415	      0.03249009	      0.14285323	      0.03249009	      0.15013167	      0.03249009	      0.20306806	      0.03249009	      0.04991184	      0.03249009	      0.11468724	      0.03249009	      0.14082551	      0.03249009	      0.06715892	      0.03249009	      0.05138827	      0.03249009	      0.07477415
      0.04328036	      4.78958869	     -0.00214804	      0.00099028	     73.96495556	    -87.25858076	      6.54609833	     73.96495556	    -87.25858076	      6.54609833	    -16.41665989	    186.75759486	     -0.09305785	     -0.01644239	   -242.51317138	     94.55428445	    -63.22015177	   -242.51317138	     94.55428445	    -63.22015177	   -226.65791491	      0.03182534	      0.14252646	      0.03182534	      0.15019967	      0.03182534	      0.20280762	      0.03182534	      0.05027697	      0.03182534	      0.11500053	      0.03182534	      0.14071945	      0.03182534	      0.06709097	      0.03182534	      0.05128556	      0.03182534	      0.07490832	      0.03182534	      0.14252646	      0.03182534	      0.15019967	      0.03182534	      0.20280762	      0.03182534	      0.05027697	      0.03182534	      0.11500053	      0.03182534	      0.14071945	      0.03182534	      0.06709097	      0.03182534	      0.05128556	      0.03182534	      0.07490832
      0.04606362	      5.31693330	     -0.00241437	      0.00092627	     73.27854151	    -86.98782018	      6.37376211	     73.27854151	    -86.98782018	      6.37376211	    -17.05654464	    192.06020100	     -0.09831422	     -0.02979111	   -250.57848381	    100.00740876	    -61.01916715	   -250.57848381	    100.00740876	    -61.01916715	   -233.00356094	      0.03101008	      0.14208986	      0.03101008	      0.15029075	      0.03101008	      0.20246196	      0.03101008	      0.05075952	      0.03101008	      0.11541233	      0.03101008	      0.14057605	      0.03101008	      0.06701394	      0.03101008	      0.05115914	      0.03101008	      0.07506930	      0.03101008	      0.14208986	      0.03101008	      0.15029075	      0.03101008	      0.20246196	      0.03101008	      0.05075952	      0.03101008	      0.11541233	      0.03101008	      0.14057605	      0.03101008	      0.06701394	      0.03101008	      0.05115914	      0.03101008	      0.07506930
      0.04844341	      5.77877883	     -0.00265363	      0.00084060	     72.67477293	    -86.74429373	      6.22903811	     72.67477293	    -86.74429373	      6.22903811	    -17.61676038	    195.98918041	     -0.10274756	     -0.04238646	   -256.72334524	    104.64962514	    -60.81350378	   -256.72334524	    104.64962514	    -60.81350378	   -237.69811193	      0.03033854	      0.14169900	      0.03033854	      0.15037299	      0.03033854	      0.20215180	      0.03033854	      0.05118756	      0.03033854	      0.11577521	      0.03033854	      0.14044583	      0.03033854	      0.06695594	      0.03033854	      0.05105435	      0.03033854	      0.07520114	      0.03033854	      0.14169900	      0.03033854	      0.15037299	      0.03033854	      0.20215180	      0.03033854	      0.05118756	      0.03033854	      0.11577521	      0.03033854	      0.14044583	      0.03033854	      0.06695594	      0.03033854	      0.05105435	      0.03033854	      0.07520114
      0.05082321	      6.24934673	     -0.00290333	      0.00072371	     72.05715068	    -86.48976149	      6.08360594	     72.05715068	    -86.48976149	      6.08360594	    -18.18738710	    199.39943558	     -0.10709311	     -0.05600844	   -262.23401374	    109.25367257	    -61.49944748	   -262.23401374	    109.25367257	    -61.49944748	   -241.76327789	      0.02968962	      0.14129315	      0.02968962	      0.15045904	      0.02968962	      0.20183273	      0.02968962	      0.05162885	      0.02968962	      0.11614687	      0.02968962	      0.14030863	      0.02968962	      0.06690402	      0.02968962	      0.05095159	      0.02968962	      0.07533036	      0.02968962	      0.14129315	      0.02968962	      0.15045904	      0.02968962	      0.20183273	      0.02968962	      0.05162885	      0.02968962	      0.11614687	      0.02968962	      0.14030863	      0.02968962	      0.06690402	      0.02968962	      0.05095159	      0.02968962	      0.07533036
      0.05320300	      6.72742672	     -0.00316324	      0.00057320	     71.42714076	    -86.22433962	      5.93613072	     71.42714076	    -86.22433962	      5.93613072	    -18.76695382	    202.30230972	     -0.11131270	     -0.07064746	   -267.13555285	    113.79784810	    -62.43498210	   -267.13555285	    113.79784810	    -62.43498210	   -245.21105222	      0.02906250	      0.14087342	      0.02906250	      0.15054912	      0.02906250	      0.20150069	      0.02906250	      0.05208247	      0.02906250	      0.11652622	      0.02906250	      0.14016447	      0.02906250	      0.06685688	      0.02906250	      0.05084975	      0.02906250	      0.07545898	      0.02906250	      0.14087342	      0.02906250	      0.15054912	      0.02906250	      0.20150069	      0.02906250	      0.05208247	      0.02906250	      0.11652622	      0.02906250	      0.14016447	      0.02906250	      0.06685688	      0.02906250	      0.05084975	      0.02906250	      0.07545898
      0.05523342	      7.14037771	     -0.00339281	      0.00041642	     70.88087965	    -85.98939607	      5.80867842	     70.88087965	    -85.98939607	      5.80867842	    -19.26742847	    204.40761910	     -0.11479560	     -0.08389192	   -270.87755598	    117.61640021	    -63.06271076	   -270.87755598	    117.61640021	    -63.06271076	   -247.69916585	      0.02854406	      0.14050518	      0.02854406	      0.15062913	      0.02854406	      0.20121109	      0.02854406	      0.05247851	      0.02854406	      0.11685520	      0.02854406	      0.14003602	      0.02854406	      0.06681963	      0.02854406	      0.05076289	      0.02854406	      0.07556907	      0.02854406	      0.14050518	      0.02854406	      0.15062913	      0.02854406	      0.20121109	      0.02854406	      0.05247851	      0.02854406	      0.11685520	      0.02854406	      0.14003602	      0.02854406	      0.06681963	      0.02854406	      0.05076289	      0.02854406	      0.07556907
      0.05726384	      7.55725920	     -0.00362932	      0.00023205	     70.32742711	    -85.74676085	      5.68025848	     70.32742711	    -85.74676085	      5.68025848	    -19.77253483	    206.17486840	     -0.11815474	     -0.09783125	   -274.22028645	    121.37345317	    -63.37527648	   -274.22028645	    121.37345317	    -63.37527648	   -249.77459423	      0.02804043	      0.14012830	      0.02804043	      0.15071202	      0.02804043	      0.20091353	      0.02804043	      0.05288219	      0.02804043	      0.11718845	      0.02804043	      0.13990260	      0.02804043	      0.06678462	      0.02804043	      0.05067563	      0.02804043	      0.07567969	      0.02804043	      0.14012830	      0.02804043	      0.15071202	      0.02804043	      0.20091353	      0.02804043	      0.05288219	      0.02804043	      0.11718845	      0.02804043	      0.13990260	      0.02804043	      0.06678462	      0.02804043	      0.05067563	      0.02804043	      0.07567969
      0.05941157	      8.00175635	     -0.00388678	      0.00000544	     69.73505633	    -85.48187866	      5.54412018	     69.73505633	    -85.48187866	      5.54412018	    -20.31095258	    207.69079168	     -0.12156559	     -0.11331132	   -277.33680781	    125.27746860	    -63.34023531	   -277.33680781	    125.27746860	    -63.34023531	   -251.53884806	      0.02752330	      0.13972096	      0.02752330	      0.15080284	      0.02752330	      0.20059204	      0.02752330	      0.05331683	      0.02752330	      0.11754494	      0.02752330	      0.13975614	      0.02752330	      0.06674981	      0.02752330	      0.05058273	      0.02752330	      0.07579706	      0.02752330	      0.13972096	      0.02752330	      0.15080284	      0.02752330	      0.20059204	      0.02752330	      0.05331683	      0.02752330	      0.11754494	      0.02752330	      0.13975614	      0.02752330	      0.06674981	      0.02752330	      0.05058273	      0.02752330	      0.07579706
      0.06155929	      8.44912309	     -0.00415139	     -0.00025523	     69.13645461	    -85.20869074	      5.40839112	     69.13645461	    -85.20869074	      5.40839112	    -20.85268956	    208.84776124	     -0.12482299	     -0.12954655	   -280.02249981	    129.10776990	    -63.01432525	   -280.02249981	    129.10776990	    -63.01432525	   -252.86662701	      0.02702169	      0.13930545	      0.02702169	      0.15089692	      0.02702169	      0.20026311	      0.02702169	      0.05375861	      0.02702169	      0.11790489	      0.02702169	      0.13960427	      0.02702169	      0.06671725	      0.02702169	      0.05048920	      0.02702169	      0.07591439	      0.02702169	      0.13930545	      0.02702169	      0.15089692	      0.02702169	      0.20026311	      0.02702169	      0.05375861	      0.02702169	      0.11790489	      0.02702169	      0.13960427	      0.02702169	      0.06671725	      0.02702169	      0.05048920	      0.02702169	      0.07591439
      0.06370702	      8.89859737	     -0.00442283	     -0.00055157	     68.53254309	    -84.92735553	      5.27355507	     68.53254309	    -84.92735553	      5.27355507	    -21.39682078	    209.65503517	     -0.12792343	     -0.14652609	   -282.28233756	    132.86441832	    -62.53219399	   -282.28233756	    132.86441832	    -62.53219399	   -253.77066330	      0.02653510	      0.13888252	      0.02653510	      0.15099423	      0.02653510	      0.19992781	      0.02653510	      0.05420678	      0.02653510	      0.11826762	      0.02653510	      0.13944707	      0.02653510	      0.06668703	      0.02653510	      0.05039521	      0.02653510	      0.07603122	      0.02653510	      0.13888252	      0.02653510	      0.15099423	      0.02653510	      0.19992781	      0.02653510	      0.05420678	      0.02653510	      0.11826762	      0.02653510	      0.13944707	      0.02653510	      0.06668703	      0.02653510	      0.05039521	      0.02653510	      0.07603122
      0.06585475	      9.34943533	     -0.00470076	     -0.00088516	     67.92423445	    -84.63803147	      5.13979875	     67.92423445	    -84.63803147	      5.13979875	    -21.94244662	    210.11877955	     -0.13086284	     -0.16424469	   -284.11758260	    136.54701049	    -62.02915005	   -284.11758260	    136.54701049	    -62.02915005	   -254.26008876	      0.02606303	      0.13845295	      0.02606303	      0.15109477	      0.02606303	      0.19958611	      0.02606303	      0.05466058	      0.02606303	      0.11863245	      0.02606303	      0.13928463	      0.02606303	      0.06665931	      0.02606303	      0.05030096	      0.02606303	      0.07614723	      0.02606303	      0.13845295	      0.02606303	      0.15109477	      0.02606303	      0.19958611	      0.02606303	      0.05466058	      0.02606303	      0.11863245	      0.02606303	      0.13928463	      0.02606303	      0.06665931	      0.02606303	      0.05030096	      0.02606303	      0.07614723
      0.06800247	      9.80090968	     -0.00498483	     -0.00125760	     67.31243370	    -84.34087850	      5.00705244	     67.31243370	    -84.34087850	      5.00705244	    -22.48869089	    210.24967542	     -0.13363777	     -0.18268754	   -285.53595274	    140.15461529	    -61.60415382	   -285.53595274	    140.15461529	    -61.60415382	   -254.34921315	      0.02560503	      0.13801755	      0.02560503	      0.15119854	      0.02560503	      0.19923883	      0.02560503	      0.05511926	      0.02560503	      0.11899870	      0.02560503	      0.13911703	      0.02560503	      0.06663420	      0.02560503	      0.05020661	      0.02560503	      0.07626224	      0.02560503	      0.13801755	      0.02560503	      0.15119854	      0.02560503	      0.19923883	      0.02560503	      0.05511926	      0.02560503	      0.11899870	      0.02560503	      0.13911703	      0.02560503	      0.06663420	      0.02560503	      0.05020661	      0.02560503	      0.07626224
      0.07015020	     10.25231693	     -0.00527468	     -0.00167041	     66.69802687	    -84.03605987	      4.87508510	     66.69802687	    -84.03605987	      4.87508510	    -23.03470893	    210.05815861	     -0.13624345	     -0.20183965	   -286.54612297	    143.68492869	    -61.30818126	   -286.54612297	    143.68492869	    -61.30818126	   -254.05184738	      0.02516064	      0.13757713	      0.02516064	      0.15130551	      0.02516064	      0.19888615	      0.02516064	      0.05558204	      0.02516064	      0.11936565	      0.02516064	      0.13894435	      0.02516064	      0.06661173	      0.02516064	      0.05011230	      0.02516064	      0.07637625	      0.02516064	      0.13757713	      0.02516064	      0.15130551	      0.02516064	      0.19888615	      0.02516064	      0.05558204	      0.02516064	      0.11936565	      0.02516064	      0.13894435	      0.02516064	      0.06661173	      0.02516064	      0.05011230	      0.02516064	      0.07637625
      0.07229793	     10.70297896	     -0.00556993	     -0.00212509	     66.08187637	    -83.72374481	      4.74360751	     66.08187637	    -83.72374481	      4.74360751	    -23.57968898	    209.55825283	     -0.13867529	     -0.22167820	   -287.16239974	    147.13487392	    -61.14565364	   -287.16239974	    147.13487392	    -61.14565364	   -253.38579356	      0.02472942	      0.13713250	      0.02472942	      0.15141569	      0.02472942	      0.19852879	      0.02472942	      0.05604818	      0.02472942	      0.11973262	      0.02472942	      0.13876669	      0.02472942	      0.06659187	      0.02472942	      0.05001808	      0.02472942	      0.07648941	      0.02472942	      0.13713250	      0.02472942	      0.15141569	      0.02472942	      0.19852879	      0.02472942	      0.05604818	      0.02472942	      0.11973262	      0.02472942	      0.13876669	      0.02472942	      0.06659187	      0.02472942	      0.05001808	      0.02472942	      0.07648941
      0.07278747	     10.80552836	     -0.00563795	     -0.00223474	     65.94127717	    -83.65152668	      4.71367951	     65.94127717	    -83.65152668	      4.71367951	    -23.70368254	    209.40187726	     -0.13920446	     -0.22629520	   -287.24840807	    147.90948966	    -61.12514563	   -287.24840807	    147.90948966	    -61.12514563	   -253.18336018	      0.02463293	      0.13703065	      0.02463293	      0.15144129	      0.02463293	      0.19844651	      0.02463293	      0.05615482	      0.02463293	      0.11981619	      0.02463293	      0.13872551	      0.02463293	      0.06658770	      0.02463293	      0.04999661	      0.02463293	      0.07651509	      0.02463293	      0.13703065	      0.02463293	      0.15144129	      0.02463293	      0.19844651	      0.02463293	      0.05615482	      0.02463293	      0.11981619	      0.02463293	      0.13872551	      0.02463293	      0.06658770	      0.02463293	      0.04999661	      0.02463293	      0.07651509
      0.07286657	     10.82209307	     -0.00564896	     -0.00225267	     65.91855264	    -83.63982126	      4.70884463	     65.91855264	    -83.63982126	      4.70884463	    -23.72371046	    209.39537905	     -0.13929252	     -0.22700801	   -287.28346455	    148.02867350	    -61.10895107	   -287.28346455	    148.02867350	    -61.10895107	   -253.17204365	      0.02461740	      0.13701418	      0.02461740	      0.15144543	      0.02461740	      0.19843320	      0.02461740	      0.05617207	      0.02461740	      0.11982313	      0.02461740	      0.13871883	      0.02461740	      0.06658704	      0.02461740	      0.04999314	      0.02461740	      0.07651924	      0.02461740	      0.13701418	      0.02461740	      0.15144543	      0.02461740	      0.19843320	      0.02461740	      0.05617207	      0.02461740	      0.11982313	      0.02461740	      0.13871883	      0.02461740	      0.06658704	      0.02461740	      0.04999314	      0.02461740	      0.07651924
      0.07294568	     10.83865754	     -0.00565999	     -0.00227066	     65.89582502	    -83.62810651	      4.70401122	     65.89582502	    -83.62810651	      4.70401122	    -23.74373779	    209.39183790	     -0.13938087	     -0.22771570	   -287.32180777	    148.14672369	    -61.09061271	   -287.32180777	    148.14672369	    -61.09061271	   -253.16408030	      0.02460189	      0.13699770	      0.02460189	      0.15144959	      0.02460189	      0.19841989	      0.02460189	      0.05618931	      0.02460189	      0.11982895	      0.02460189	      0.13871214	      0.02460189	      0.06658638	      0.02460189	      0.04998967	      0.02460189	      0.07652339	      0.02460189	      0.13699770	      0.02460189	      0.15144959	      0.02460189	      0.19841989	      0.02460189	      0.05618931	      0.02460189	      0.11982895	      0.02460189	      0.13871214	      0.02460189	      0.06658638	      0.02460189	      0.04998967	      0.02460189	      0.07652339
      0.07334122	     10.92147334	     -0.00571520	     -0.00236143	     65.78214434	    -83.56939270	      4.67986475	     65.78214434	    -83.56939270	      4.67986475	    -23.84386224	    209.35778591	     -0.13981675	     -0.23128705	   -287.49371076	    148.73673996	    -61.00711596	   -287.49371076	    148.73673996	    -61.00711596	   -253.10515354	      0.02452458	      0.13691525	      0.02452458	      0.15147041	      0.02452458	      0.19835329	      0.02452458	      0.05627561	      0.02452458	      0.11986106	      0.02452458	      0.13867862	      0.02452458	      0.06658314	      0.02452458	      0.04997233	      0.02452458	      0.07654411	      0.02452458	      0.13691525	      0.02452458	      0.15147041	      0.02452458	      0.19835329	      0.02452458	      0.05627561	      0.02452458	      0.11986106	      0.02452458	      0.13867862	      0.02452458	      0.06658314	      0.02452458	      0.04997233	      0.02452458	      0.07654411
      0.07531889	     11.33508539	     -0.00599377	     -0.00283703	     65.21304400	    -83.27233241	      4.55949181	     65.21304400	    -83.27233241	      4.55949181	    -24.34382505	    208.83639675	     -0.14185926	     -0.24985903	   -287.92438318	    151.67254463	    -60.77019613	   -287.92438318	    151.67254463	    -60.77019613	   -252.39978686	      0.02414437	      0.13650143	      0.02414437	      0.15157600	      0.02414437	      0.19801851	      0.02414437	      0.05670836	      0.02414437	      0.12008428	      0.02414437	      0.13850859	      0.02414437	      0.06656822	      0.02414437	      0.04988569	      0.02414437	      0.07664734	      0.02414437	      0.13650143	      0.02414437	      0.15157600	      0.02414437	      0.19801851	      0.02414437	      0.05670836	      0.02414437	      0.12008428	      0.02414437	      0.13850859	      0.02414437	      0.06656822	      0.02414437	      0.04988569	      0.02414437	      0.07664734
      0.07729656	     11.74719217	     -0.00627617	     -0.00335034	     64.64367754	    -82.96950557	      4.43935060	     64.64367754	    -82.96950557	      4.43935060	    -24.84183769	    207.86192514	     -0.14369702	     -0.26937738	   -287.79363286	    154.56459480	    -60.75404527	   -287.79363286	    154.56459480	    -60.75404527	   -251.16373014	      0.02377450	      0.13608540	      0.02377450	      0.15168427	      0.02377450	      0.19767994	      0.02377450	      0.05714288	      0.02377450	      0.12037528	      0.02377450	      0.13833465	      0.02377450	      0.06655537	      0.02377450	      0.04979915	      0.02377450	      0.07674999	      0.02377450	      0.13608540	      0.02377450	      0.15168427	      0.02377450	      0.19767994	      0.02377450	      0.05714288	      0.02377450	      0.12037528	      0.02377450	      0.13833465	      0.02377450	      0.06655537	      0.02377450	      0.04979915	      0.02377450	      0.07674999
      0.07972745	     12.25057265	     -0.00662798	     -0.00403531	     63.94485079	    -82.58953766	      4.29152910	     63.94485079	    -82.58953766	      4.29152910	    -25.45001072	    206.22574576	     -0.14570808	     -0.29432305	   -287.07771299	    158.03499797	    -60.87666373	   -287.07771299	    158.03499797	    -60.87666373	   -249.12988377	      0.02333358	      0.13557203	      0.02333358	      0.15182070	      0.02333358	      0.19726077	      0.02333358	      0.05767831	      0.02333358	      0.12077552	      0.02333358	      0.13811560	      0.02333358	      0.06654224	      0.02333358	      0.04969283	      0.02333358	      0.07687564	      0.02333358	      0.13557203	      0.02333358	      0.15182070	      0.02333358	      0.19726077	      0.02333358	      0.05767831	      0.02333358	      0.12077552	      0.02333358	      0.13811560	      0.02333358	      0.06654224	      0.02333358	      0.04969283	      0.02333358	      0.07687564
