femur 1		femur 4		tibia 1		tibia4	
X	Y	X	Y	X	Y	X	Y
1.516792	1.332927	1.539852	0.933757	1.659535	0.905562	1.936447	0.996595
1.516776	1.33296	1.539814	0.933776	1.659262	0.906245	1.93571	0.998796
1.516773	1.332952	1.539775	0.93377	1.658921	0.906936	1.934864	1.000949
1.516762	1.332962	1.539718	0.933792	1.658567	0.907609	1.933932	1.002942
1.516756	1.332956	1.539664	0.933782	1.658278	0.90813	1.933204	1.00493
1.516752	1.33293	1.539593	0.933753	1.65796	0.908593	1.932465	1.006821
1.516737	1.332896	1.539478	0.933697	1.657614	0.909113	1.931618	1.008575
1.516734	1.332893	1.539397	0.93369	1.657261	0.909649	1.930832	1.01035
1.51674	1.332877	1.539318	0.933678	1.656837	0.910333	1.930071	1.011973
1.516728	1.332869	1.53925	0.933664	1.656575	0.910812	1.929398	1.013588
1.516727	1.332869	1.539193	0.933678	1.656287	0.911268	1.928743	1.015135
1.516726	1.332891	1.539155	0.933691	1.656048	0.911745	1.928115	1.016557
1.516718	1.332907	1.53911	0.933691	1.655817	0.912201	1.927462	1.017931
1.516721	1.332928	1.539093	0.933718	1.655628	0.912561	1.926918	1.019214
1.516712	1.332926	1.539106	0.933731	1.655465	0.91293	1.926392	1.020458
1.51672	1.332947	1.539118	0.933748	1.655232	0.913553	1.925911	1.021605
1.51672	1.332927	1.539142	0.933736	1.655128	0.913842	1.925548	1.022565
1.516738	1.332932	1.539185	0.933728	1.655042	0.914128	1.92511	1.023584
1.516737	1.332905	1.539223	0.933689	1.654948	0.91434	1.924797	1.024458
1.516754	1.332889	1.539262	0.933689	1.654902	0.914551	1.92451	1.025151
1.516752	1.332879	1.5393	0.933636	1.654835	0.914725	1.924192	1.025798
1.516762	1.332865	1.539388	0.933665	1.654791	0.914872	1.923959	1.026377
1.516758	1.33286	1.539424	0.933654	1.654746	0.915011	1.923772	1.026859
1.516755	1.332872	1.539431	0.933661	1.654713	0.915157	1.923615	1.027277
1.516755	1.33288	1.539425	0.933674	1.654638	0.915266	1.923488	1.027643
1.516753	1.332911	1.539416	0.933688	1.654602	0.915379	1.923367	1.02789
1.51674	1.332918	1.539401	0.933719	1.654555	0.915474	1.923296	1.028036
1.516745	1.332928	1.539379	0.933724	1.654506	0.915531	1.923236	1.028121
1.516726	1.332934	1.539353	0.933714	1.654483	0.915542	1.923224	1.028073
1.516731	1.332929	1.539326	0.933732	1.654479	0.915543	1.923218	1.028015
1.516725	1.332901	1.539318	0.933692	1.654472	0.915503	1.923263	1.027851
1.516725	1.332903	1.539322	0.933696	1.65449	0.915484	1.923352	1.027632
1.516716	1.332891	1.539331	0.933685	1.654538	0.915402	1.923475	1.027363
1.516729	1.332888	1.539355	0.933679	1.654594	0.915346	1.923616	1.027072
1.516743	1.332897	1.539407	0.933676	1.654659	0.915281	1.923791	1.026753
1.516755	1.332891	1.539489	0.933675	1.654748	0.915217	1.924029	1.026421
1.516745	1.332894	1.539556	0.933684	1.654858	0.915127	1.924281	1.026053
1.516778	1.332907	1.539629	0.933689	1.65496	0.915082	1.924531	1.0257
1.516785	1.332901	1.539741	0.933683	1.655099	0.914983	1.924809	1.025292
1.516796	1.332904	1.539805	0.933694	1.655244	0.914916	1.925094	1.02492
1.516804	1.332904	1.539904	0.9337	1.65536	0.914826	1.925358	1.024564
1.516823	1.332929	1.539988	0.933718	1.655501	0.914745	1.9256	1.02423
1.516832	1.332906	1.54004	0.933721	1.655606	0.914666	1.925811	1.023882
1.516846	1.332914	1.540098	0.933723	1.655711	0.914585	1.926021	1.023522
1.516836	1.332905	1.540133	0.933711	1.655812	0.914506	1.926226	1.023167
1.516853	1.332899	1.540168	0.933702	1.655958	0.91417	1.926399	1.022839
1.516857	1.332884	1.540189	0.9337	1.656027	0.914081	1.92654	1.022547
1.516864	1.332898	1.540196	0.933701	1.656054	0.914064	1.926662	1.022281
1.516842	1.332874	1.540195	0.933694	1.656075	0.913997	1.926766	1.022053
1.516847	1.332902	1.540185	0.933688	1.656067	0.913982	1.926817	1.021866
1.51683	1.332883	1.540157	0.933697	1.656044	0.913956	1.926837	1.02174
1.516839	1.332892	1.540131	0.933706	1.656037	0.913932	1.926838	1.021666
1.516823	1.332908	1.540106	0.933699	1.656	0.913942	1.926826	1.021632
1.516819	1.332917	1.540084	0.933716	1.655975	0.913955	1.926783	1.021671
1.516802	1.332911	1.540064	0.93371	1.655925	0.91397	1.926723	1.021729
1.516796	1.332938	1.540039	0.933732	1.655903	0.914019	1.926664	1.021876
1.516801	1.332923	1.54002	0.933706	1.65586	0.914033	1.926567	1.022041
1.51679	1.332901	1.540004	0.933707	1.655723	0.914365	1.92645	1.022314
1.516794	1.332905	1.539995	0.933705	1.65569	0.914406	1.926324	1.022588
1.516799	1.33289	1.539968	0.933685	1.655623	0.914453	1.926165	1.02292
1.516799	1.332881	1.539946	0.933676	1.655587	0.914499	1.925997	1.023243
1.516792	1.332883	1.539914	0.933687	1.655534	0.914571	1.925847	1.023557
1.516787	1.332894	1.539897	0.933679	1.655444	0.914651	1.925675	1.023882
1.516796	1.332901	1.539873	0.9337	1.655391	0.914725	1.925519	1.024181
1.516781	1.33291	1.539818	0.933702	1.655297	0.914815	1.925346	1.024478
1.516789	1.332932	1.539765	0.933736	1.655228	0.914891	1.925138	1.024827
1.516784	1.332937	1.53972	0.933743	1.655149	0.914938	1.924926	1.025168
1.516782	1.332942	1.539666	0.933734	1.655061	0.915008	1.924733	1.025481
1.51677	1.332918	1.53961	0.933724	1.654954	0.915048	1.924564	1.025726
1.516774	1.33291	1.539548	0.933697	1.654885	0.915084	1.924388	1.025942
1.516768	1.332878	1.539486	0.933668	1.654814	0.915098	1.924208	1.02613
1.516767	1.332873	1.53945	0.933667	1.654761	0.915128	1.924073	1.026305
1.516755	1.332857	1.539403	0.933646	1.654694	0.915169	1.923956	1.026442
1.516759	1.332866	1.539385	0.933648	1.654664	0.915208	1.923856	1.026562
1.516745	1.332862	1.539304	0.933646	1.654634	0.915217	1.923809	1.026651
1.516753	1.33289	1.539294	0.933664	1.654615	0.915244	1.923785	1.026729
1.516742	1.332903	1.539289	0.933685	1.654619	0.915256	1.923777	1.026776
1.51674	1.332921	1.53931	0.933712	1.654638	0.915267	1.923795	1.026803
1.516737	1.332922	1.539337	0.933719	1.654665	0.915262	1.923829	1.026759
1.516741	1.332935	1.539378	0.93373	1.654709	0.915249	1.923884	1.026704
1.516753	1.332929	1.539447	0.933723	1.65476	0.915217	1.923972	1.026564
1.516751	1.332919	1.539477	0.933724	1.6548	0.915187	1.924077	1.026403
1.516753	1.332903	1.539527	0.933702	1.654858	0.915105	1.924198	1.026196
1.516763	1.332898	1.539562	0.9337	1.6549	0.91509	1.924336	1.026
1.516758	1.332871	1.539578	0.933679	1.654952	0.915015	1.924498	1.025752
1.516762	1.332877	1.539613	0.933693	1.655008	0.914963	1.924643	1.025515
1.516757	1.332873	1.539651	0.933673	1.655039	0.914919	1.924789	1.025269
1.516774	1.332883	1.539673	0.933683	1.655093	0.914847	1.924925	1.025023
1.516776	1.332865	1.539691	0.933696	1.655155	0.914817	1.925062	1.024777
1.51678	1.332895	1.539716	0.933721	1.655197	0.914793	1.925191	1.024554
1.516766	1.332907	1.539747	0.933721	1.655241	0.914726	1.92531	1.024317
1.516788	1.33292	1.539778	0.933749	1.655302	0.914701	1.925456	1.024093
1.51678	1.332927	1.539794	0.933744	1.655344	0.914656	1.925585	1.023864
1.516784	1.332945	1.539824	0.933749	1.65541	0.914625	1.925715	1.023674
1.516799	1.33293	1.539861	0.933751	1.655461	0.914572	1.925831	1.023471
1.516813	1.332942	1.539884	0.93375	1.655506	0.914536	1.925929	1.02332
1.516802	1.332924	1.539917	0.933738	1.655549	0.914522	1.926003	1.023187
1.516802	1.332917	1.539932	0.933724	1.655605	0.914476	1.926055	1.023081
1.516818	1.332898	1.539956	0.933706	1.655633	0.914435	1.926101	1.023013
1.516817	1.332893	1.539967	0.933698	1.65565	0.914434	1.926119	1.02298
1.516816	1.332881	1.539976	0.933668	1.65566	0.914396	1.926134	1.022972
1.516813	1.332874	1.539977	0.933682	1.655645	0.914407	1.926129	1.02301
1.516806	1.332865	1.539969	0.93368	1.655643	0.914419	1.926095	1.023091
1.516813	1.332891	1.53995	0.933698	1.655611	0.914472	1.926049	1.023204
1.516797	1.332912	1.53993	0.933716	1.655566	0.914531	1.925969	1.023338
1.516796	1.332918	1.53991	0.933753	1.655516	0.914602	1.925871	1.023522
1.51681	1.332947	1.539888	0.933753	1.655449	0.914656	1.925764	1.023683
1.516798	1.332966	1.53984	0.933762	1.655378	0.914688	1.925653	1.023857
1.516797	1.332946	1.539811	0.933736	1.655312	0.914728	1.925536	1.024027
1.516798	1.332939	1.539768	0.933749	1.655257	0.914759	1.925418	1.02417
1.516782	1.332913	1.539726	0.933695	1.655204	0.914769	1.925303	1.024332
1.51679	1.332894	1.539687	0.933691	1.655148	0.914799	1.925193	1.024523
1.516787	1.332861	1.539656	0.933651	1.655103	0.914818	1.925059	1.024681
1.516787	1.332871	1.53965	0.933645	1.655067	0.91485	1.924951	1.024861
1.516777	1.332871	1.539599	0.933659	1.655024	0.914884	1.924829	1.025055
1.516786	1.332884	1.53961	0.933665	1.654997	0.914941	1.924713	1.025256
1.516783	1.332881	1.539586	0.933671	1.654983	0.914984	1.924626	1.025445
1.516783	1.332913	1.53958	0.933704	1.654966	0.915029	1.924547	1.025624
1.516774	1.33292	1.539596	0.9337	1.654943	0.915061	1.924475	1.025779
1.516794	1.332936	1.539589	0.933712	1.654945	0.915109	1.924425	1.025892
1.516779	1.332943	1.539603	0.933722	1.654932	0.915114	1.924386	1.025977
1.516806	1.332952	1.5396	0.933726	1.654934	0.915124	1.924351	1.026058
1.516781	1.332935	1.539607	0.933717	1.654924	0.915121	1.924338	1.026065
1.516792	1.332915	1.539598	0.933701	1.654933	0.915118	1.924349	1.026051
1.516797	1.332892	1.539605	0.933679	1.654938	0.915081	1.924355	1.026004
1.516787	1.332895	1.53962	0.933674	1.65494	0.915067	1.924395	1.025932
1.516791	1.332877	1.539597	0.933663	1.654943	0.91503	1.924429	1.025867
1.516795	1.332883	1.539612	0.933674	1.654964	0.915014	1.924469	1.025764
1.516798	1.332887	1.539608	0.933669	1.654974	0.915007	1.924546	1.02563
1.516802	1.332901	1.539631	0.93368	1.654997	0.914995	1.924616	1.025488
1.51679	1.332894	1.539637	0.933685	1.655036	0.914957	1.924708	1.025336
1.516783	1.332912	1.539666	0.933697	1.655056	0.91495	1.924814	1.025168
1.516794	1.332924	1.539687	0.93371	1.655107	0.914911	1.924923	1.025001
1.516795	1.332931	1.539709	0.933735	1.655162	0.914876	1.925024	1.024842
1.5168	1.332919	1.539741	0.933717	1.655198	0.914859	1.925131	1.024681
1.516801	1.33294	1.539762	0.933733	1.65523	0.91483	1.925225	1.024534
1.51679	1.332923	1.539792	0.933718	1.65528	0.914797	1.925346	1.024364
1.516802	1.332938	1.539819	0.933737	1.655326	0.914756	1.925448	1.024234
1.516805	1.332915	1.539861	0.933719	1.655378	0.914711	1.925524	1.024089
1.516818	1.332932	1.539871	0.933714	1.655419	0.914681	1.925608	1.023972
1.51681	1.332906	1.539896	0.933684	1.655425	0.914649	1.925659	1.023856
1.516827	1.332894	1.539917	0.933675	1.655462	0.914603	1.925726	1.023775
1.516811	1.332885	1.539919	0.933673	1.65549	0.914604	1.925766	1.023679
1.516821	1.33289	1.539922	0.933671	1.65551	0.914574	1.925806	1.023618
1.516823	1.332889	1.539927	0.933666	1.655514	0.914574	1.925827	1.023588
1.516825	1.332921	1.539905	0.933709	1.655514	0.914586	1.925825	1.023575
1.516817	1.332912	1.539904	0.933715	1.655488	0.914593	1.925823	1.023572
1.516816	1.332937	1.539906	0.93373	1.655488	0.914624	1.925808	1.023604
1.516815	1.33292	1.539882	0.933722	1.655452	0.914654	1.925771	1.023632
1.516823	1.332935	1.539859	0.933747	1.655424	0.914654	1.925746	1.023686
1.516813	1.332926	1.539859	0.933731	1.65538	0.914667	1.925681	1.023777
1.516816	1.332926	1.53981	0.933724	1.655367	0.914662	1.925612	1.023851
1.516798	1.332903	1.539809	0.933701	1.655331	0.914667	1.925538	1.023958
1.516809	1.332892	1.53978	0.933702	1.655312	0.914684	1.925476	1.024085
1.516807	1.332891	1.539752	0.933688	1.65527	0.914687	1.925393	1.024221
1.516808	1.332895	1.539734	0.933689	1.655236	0.914728	1.92531	1.024365
1.516799	1.332899	1.539712	0.933703	1.655214	0.914772	1.925233	1.02451
1.516807	1.332903	1.539693	0.933712	1.655175	0.914794	1.925152	1.024679
1.516789	1.332898	1.53967	0.933715	1.655141	0.914836	1.925063	1.024829
1.516783	1.332924	1.539639	0.933733	1.655097	0.914878	1.924984	1.024979
1.5168	1.332915	1.539641	0.933736	1.655079	0.9149	1.924885	1.025121
1.516788	1.332914	1.539616	0.933729	1.655047	0.914923	1.924802	1.025244
1.516785	1.332901	1.539603	0.93373	1.65501	0.914953	1.924726	1.025333
1.516787	1.332916	1.539576	0.933721	1.654986	0.914965	1.924654	1.025433
1.516778	1.332895	1.539562	0.933716	1.654949	0.914972	1.924602	1.025504
1.516773	1.332902	1.539546	0.933711	1.654941	0.91498	1.924538	1.025566
1.516767	1.332889	1.539515	0.933702	1.654901	0.914983	1.924505	1.025594
1.516777	1.332906	1.539518	0.933709	1.654914	0.914983	1.924473	1.025611
1.516775	1.332899	1.539491	0.933709	1.654906	0.914953	1.924468	1.025612
1.516782	1.332909	1.539479	0.933706	1.6549	0.914922	1.92447	1.025596
1.516775	1.332909	1.539458	0.933711	1.654901	0.914861	1.924478	1.025527
1.516773	1.332913	1.539377	0.933688	1.654904	0.914806	1.924494	1.025433
1.516761	1.332906	1.539345	0.933702	1.654899	0.914735	1.924522	1.025298
1.516762	1.332913	1.539299	0.933681	1.654904	0.914653	1.924602	1.025113
1.51676	1.332898	1.539258	0.933675	1.654898	0.914559	1.924633	1.024896
1.516758	1.332912	1.539211	0.933687	1.654907	0.914447	1.924709	1.024637
1.516739	1.332906	1.539142	0.933689	1.654896	0.914294	1.924788	1.024321
1.516731	1.332897	1.539077	0.93368	1.654896	0.914162	1.924903	1.02392
1.516739	1.3329	1.538993	0.933678	1.654897	0.913983	1.925029	1.023429
1.516753	1.332902	1.538932	0.933667	1.654911	0.913816	1.925187	1.022885
1.516722	1.332902	1.538856	0.933671	1.654949	0.913562	1.925376	1.022255
1.51671	1.332921	1.538792	0.933669	1.654979	0.913348	1.925582	1.021642
1.516714	1.332904	1.538705	0.933662	1.655132	0.912775	1.925778	1.02099
1.516712	1.332909	1.538654	0.933653	1.6552	0.912504	1.926051	1.020206
1.5167	1.332905	1.538592	0.933647	1.655261	0.912202	1.926401	1.019325
1.516696	1.332907	1.538539	0.933678	1.655376	0.9119	1.926718	1.018454
1.516688	1.332922	1.538488	0.93367	1.655484	0.911544	1.927065	1.017476
1.516693	1.332925	1.538451	0.93367	1.655627	0.911163	1.927428	1.016406
1.516675	1.332916	1.538403	0.933655	1.655776	0.91075	1.927853	1.01524
1.516677	1.332914	1.538363	0.933652	1.655909	0.910361	1.928319	1.014004
1.516676	1.332901	1.538328	0.933652	1.656111	0.909806	1.928813	1.012741
1.516674	1.33291	1.538287	0.933647	1.656313	0.909364	1.929334	1.011297
1.51667	1.332887	1.538254	0.933635	1.656482	0.908868	1.929905	1.009851
1.516677	1.332887	1.538259	0.933631	1.65673	0.908341	1.930493	1.008332
1.516664	1.332901	1.538203	0.933646	1.656965	0.907764	1.931134	1.006694
1.51667	1.332909	1.538187	0.933651	1.657177	0.907251	1.931789	1.004987
1.516659	1.332905	1.538144	0.933672	1.657377	0.906693	1.932487	1.003186
1.516657	1.332931	1.53812	0.93368	1.65741	0.906321	1.933119	1.001325
1.516655	1.332925	1.538086	0.933676	1.657656	0.905668	1.933815	0.99938
1.516654	1.332934	1.538065	0.93369	1.657898	0.905007	1.934518	0.997285
1.516646	1.332925	1.538027	0.933681	1.658148	0.904292	1.935255	0.995263
1.516655	1.332923	1.53801	0.933671	1.658432	0.903606	1.935979	0.992977
1.516654	1.332917	1.537993	0.933656	1.65872	0.902889	1.936798	0.990709
1.516658	1.332887	1.537987	0.933633	1.659034	0.902175	1.937624	0.988327
1.51665	1.332879	1.537976	0.933624	1.659392	0.901299	1.938381	0.985869
1.516651	1.332877	1.537975	0.933632	1.659684	0.90055	1.939203	0.98351
1.516648	1.332877	1.537965	0.933616	1.65997	0.899649	1.939997	0.980839
1.51665	1.332903	1.537951	0.933637	1.6603	0.898788	1.940864	0.978344
1.516636	1.332915	1.53794	0.93366	1.660581	0.897948	1.94168	0.975611
1.516638	1.332934	1.53795	0.933676	1.660886	0.897139	1.942526	0.972938
1.516639	1.332941	1.537938	0.9337	1.661233	0.896284	1.943358	0.97013
1.516651	1.332958	1.537952	0.933706	1.661568	0.895441	1.94418	0.967323
1.516621	1.332943	1.537959	0.933681	1.661811	0.894551	1.944988	0.96437
1.516631	1.332936	1.537961	0.933674	1.66209	0.893592	1.945798	0.961357
1.516636	1.332908	1.537946	0.933652	1.662476	0.892608	1.946583	0.958409
1.516655	1.332908	1.537957	0.933635	1.662777	0.891697	1.947417	0.955363
1.516641	1.332895	1.537973	0.933636	1.663034	0.890727	1.948193	0.952261
1.516652	1.332907	1.537958	0.933629	1.663405	0.889564	1.948954	0.949102
1.516634	1.332891	1.537948	0.933641	1.663704	0.888601	1.949677	0.945951
1.516644	1.332915	1.53795	0.933644	1.66398	0.887779	1.950393	0.942897
1.516624	1.332896	1.537947	0.933648	1.664307	0.886647	1.951069	0.939581
1.516642	1.332926	1.537918	0.933663	1.664589	0.885646	1.951782	0.936377
1.516642	1.332914	1.537872	0.933681	1.664841	0.884574	1.952429	0.933185
1.516637	1.332927	1.537861	0.933674	1.665132	0.883497	1.953006	0.929867
1.516636	1.332928	1.537813	0.933685	1.665423	0.882431	1.953615	0.926603
1.516606	1.332935	1.537766	0.933684	1.665638	0.881394	1.954176	0.923287
1.516618	1.332929	1.537741	0.933688	1.665817	0.880357	1.954638	0.919872
1.516615	1.332937	1.537718	0.933681	1.666063	0.879295	1.955181	0.916484
1.516604	1.332922	1.53768	0.93368	1.666283	0.878197	1.955719	0.913068
1.516622	1.332928	1.537633	0.93368	1.666459	0.877117	1.956188	0.909641
1.516612	1.332906	1.537609	0.933658	1.666673	0.875921	1.956613	0.906255
1.516609	1.332916	1.537553	0.933666	1.666861	0.874777	1.957053	0.902793
1.516586	1.332896	1.537523	0.933645	1.667011	0.873746	1.957435	0.899274
1.516598	1.332901	1.537507	0.933647	1.667224	0.872493	1.957828	0.895748
1.516592	1.332889	1.537475	0.933636	1.667385	0.871426	1.958183	0.892212
1.516573	1.332899	1.537428	0.933668	1.667547	0.870245	1.958539	0.888647
1.516577	1.332909	1.537385	0.93367	1.667739	0.869041	1.958852	0.885086
1.516569	1.332934	1.537365	0.933677	1.667895	0.867939	1.959147	0.881476
1.516572	1.332947	1.537322	0.933697	1.668008	0.866819	1.959361	0.87776
1.516572	1.332959	1.537289	0.933705	1.668135	0.865673	1.959575	0.874048
1.516549	1.332955	1.537268	0.933713	1.668295	0.864402	1.959781	0.870326
1.51656	1.332963	1.537266	0.933705	1.668433	0.863266	1.959946	0.866538
1.516575	1.332936	1.537237	0.933693	1.668587	0.862011	1.960103	0.862751
1.516564	1.332921	1.537252	0.933666	1.668686	0.860702	1.960251	0.858928
1.51655	1.332897	1.537238	0.933642	1.668812	0.859479	1.960373	0.855101
1.516555	1.332891	1.537234	0.933642	1.668904	0.858241	1.960444	0.851162
1.516554	1.332863	1.537244	0.933628	1.668997	0.857142	1.96047	0.84727
1.516561	1.332897	1.537246	0.933648	1.669101	0.855751	1.960483	0.843387
1.516554	1.332913	1.53724	0.933652	1.669184	0.85453	1.960388	0.839449
1.51657	1.332925	1.537213	0.933667	1.669271	0.853334	1.960332	0.835509
1.516555	1.332941	1.537217	0.933701	1.6693	0.852115	1.960235	0.831666
1.516556	1.332964	1.537211	0.933709	1.669345	0.850883	1.960062	0.827773
1.516556	1.332959	1.537199	0.933717	1.669422	0.849669	1.959914	0.823885
1.516561	1.332968	1.537204	0.933721	1.669418	0.848443	1.959729	0.819937
1.516557	1.332953	1.537187	0.933707	1.669417	0.847094	1.959444	0.81604
1.516559	1.332935	1.537181	0.933703	1.669466	0.845836	1.959188	0.812072
1.516542	1.332924	1.537179	0.933683	1.669449	0.844668	1.958803	0.808239
1.516542	1.332918	1.537171	0.933686	1.669388	0.84339	1.958453	0.804349
1.516545	1.332902	1.53716	0.93368	1.669377	0.842186	1.958014	0.800436
1.516548	1.332907	1.537157	0.933678	1.669372	0.840881	1.957451	0.796714
1.516548	1.332911	1.537147	0.933672	1.669283	0.839703	1.957016	0.792938
1.516539	1.332916	1.537154	0.933696	1.669228	0.838509	1.95649	0.789188
1.516532	1.332909	1.537173	0.933683	1.66918	0.837359	1.956026	0.785306
1.516558	1.332929	1.537167	0.933701	1.669101	0.836081	1.955405	0.781656
1.516533	1.332941	1.537171	0.933697	1.669032	0.834899	1.954844	0.778025
1.516535	1.33294	1.537199	0.933699	1.668975	0.833791	1.954359	0.774419
1.516526	1.332939	1.537181	0.933699	1.668825	0.832503	1.953876	0.770832
1.516536	1.332955	1.537203	0.933693	1.66873	0.831409	1.953079	0.767163
1.516537	1.332936	1.537177	0.933702	1.668643	0.830242	1.952378	0.76371
1.516537	1.332951	1.537197	0.933702	1.668531	0.829151	1.951717	0.760244
1.516524	1.332937	1.537163	0.933683	1.668344	0.827887	1.950803	0.756648
1.516525	1.332947	1.537155	0.933689	1.668206	0.826775	1.950064	0.753365
1.51652	1.332923	1.537119	0.933664	1.668071	0.825698	1.949377	0.749904
1.516531	1.332922	1.537108	0.933667	1.667893	0.82461	1.948528	0.746729
1.516503	1.332908	1.537071	0.93364	1.667663	0.823475	1.94771	0.743368
1.516525	1.332915	1.537036	0.933637	1.667514	0.822411	1.946967	0.740214
1.516487	1.332924	1.536989	0.933633	1.667342	0.821377	1.946134	0.737095
1.516503	1.332939	1.536944	0.933635	1.667084	0.820222	1.945319	0.733988
1.516489	1.332925	1.536883	0.933633	1.666883	0.819197	1.944513	0.73086
1.516504	1.332951	1.536834	0.933632	1.666689	0.818246	1.943661	0.727827
1.516467	1.33295	1.536768	0.93363	1.666431	0.817165	1.94274	0.724862
1.516479	1.332967	1.536736	0.933639	1.666235	0.81617	1.941937	0.721908
1.516482	1.332957	1.536696	0.933626	1.666104	0.815087	1.941169	0.719066
1.516471	1.332951	1.536647	0.933614	1.665922	0.814156	1.940338	0.716185
1.516447	1.332947	1.53663	0.933608	1.665673	0.813142	1.939391	0.713324
1.516459	1.332942	1.53662	0.933599	1.665452	0.812231	1.938545	0.710586
1.516444	1.332923	1.536576	0.933579	1.665288	0.811329	1.937785	0.707945
1.516442	1.332923	1.536538	0.933575	1.665156	0.81036	1.937087	0.705371
1.516441	1.332909	1.536509	0.933563	1.66498	0.809367	1.936379	0.702755
